#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000005_01072	216816.GS08_04405	6.88e-207	574.0	COG0791@1|root,COG0791@2|Bacteria,2I38D@201174|Actinobacteria,4D2XJ@85004|Bifidobacteriales	201174|Actinobacteria	M	pfam nlp p60	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000005_01040	216816.GS08_04580	1.53e-307	837.0	COG0448@1|root,COG0448@2|Bacteria,2I2EF@201174|Actinobacteria,4CZ4E@85004|Bifidobacteriales	201174|Actinobacteria	H	Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans	glgC	-	2.7.7.27	ko:K00975	ko00500,ko00520,ko01100,ko01110,ko02026,map00500,map00520,map01100,map01110,map02026	M00565	R00948	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Hexapep,NTP_transferase
MGYG000000005_00116	216816.GS08_08670	3.17e-212	588.0	COG1575@1|root,COG1575@2|Bacteria,2GJBS@201174|Actinobacteria,4CZHQ@85004|Bifidobacteriales	201174|Actinobacteria	H	Belongs to the MenA family. Type 1 subfamily	menA	GO:0003674,GO:0003824,GO:0004659,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0006766,GO:0006775,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009110,GO:0009233,GO:0009234,GO:0009987,GO:0016740,GO:0016765,GO:0032194,GO:0042180,GO:0042181,GO:0042362,GO:0042371,GO:0042373,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663	2.5.1.74	ko:K02548	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116	R05617,R06858,R10757	RC02935,RC02936,RC03264	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	UbiA
MGYG000000005_01869	216816.GS08_03935	3.27e-295	805.0	COG0282@1|root,COG0282@2|Bacteria,2GJAW@201174|Actinobacteria,4CZ7V@85004|Bifidobacteriales	201174|Actinobacteria	H	Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction	ackA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.7.2.1	ko:K00925	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200	M00357,M00579	R00315,R01353	RC00002,RC00043	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv0409	AAA_26,Acetate_kinase
MGYG000000005_00940	216816.GS08_05115	4.77e-61	187.0	COG1396@1|root,COG1396@2|Bacteria	2|Bacteria	K	sequence-specific DNA binding	-	-	-	ko:K20391	ko02024,map02024	-	-	-	ko00000,ko00001,ko03000	-	-	-	HTH_19,HTH_3,HTH_31,TPR_12,TPR_7,TPR_8
MGYG000000005_01727	216816.GS08_04070	2.34e-302	828.0	COG0544@1|root,COG0544@2|Bacteria,2GJIG@201174|Actinobacteria,4CZ6P@85004|Bifidobacteriales	201174|Actinobacteria	D	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase	tig	GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016020,GO:0030312,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0042221,GO:0042594,GO:0044424,GO:0044444,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0071496,GO:0071944	-	ko:K03545	-	-	-	-	ko00000	-	-	-	BAR,FKBP_C,Med28,Rho_N,SAP,Trigger_C,Trigger_N
MGYG000000005_01910	547043.BIFPSEUDO_04073	5.58e-249	684.0	COG1609@1|root,COG1609@2|Bacteria,2GMHV@201174|Actinobacteria,4CZ3G@85004|Bifidobacteriales	201174|Actinobacteria	K	helix_turn _helix lactose operon repressor	-	-	-	ko:K03484	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
MGYG000000005_00405	216816.GS08_02340	2.38e-254	698.0	COG0095@1|root,COG0095@2|Bacteria,2GJV5@201174|Actinobacteria,4CZYA@85004|Bifidobacteriales	201174|Actinobacteria	H	Biotin/lipoate A/B protein ligase family	lplA	-	6.3.1.20	ko:K03800	ko00785,ko01100,map00785,map01100	-	R07770,R07771,R11143	RC00043,RC00070,RC00090,RC00992,RC02896	ko00000,ko00001,ko01000	-	-	-	BPL_LplA_LipB,Lip_prot_lig_C
MGYG000000005_01084	518635.BIFANG_02993	1.18e-36	124.0	COG2879@1|root,COG2879@2|Bacteria,2GQWY@201174|Actinobacteria,4D1IG@85004|Bifidobacteriales	201174|Actinobacteria	S	Selenoprotein, putative	-	-	-	-	-	-	-	-	-	-	-	-	Sel_put
MGYG000000005_01051	216816.GS08_04535	0.0	1062.0	COG0337@1|root,COG0703@1|root,COG0337@2|Bacteria,COG0703@2|Bacteria,2GIUZ@201174|Actinobacteria,4CZ2G@85004|Bifidobacteriales	201174|Actinobacteria	H	Catalyzes the conversion of 3-deoxy-D-arabino- heptulosonate 7-phosphate (DAHP) to dehydroquinate (DHQ)	aroB	GO:0003674,GO:0003824,GO:0003856,GO:0005488,GO:0005507,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006082,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009423,GO:0009987,GO:0016020,GO:0016053,GO:0016829,GO:0016835,GO:0016838,GO:0019438,GO:0019752,GO:0030312,GO:0040007,GO:0043167,GO:0043169,GO:0043436,GO:0043648,GO:0043650,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046417,GO:0046872,GO:0046914,GO:0071704,GO:0071944,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.1.71,4.2.3.4	ko:K01735,ko:K13829	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R02412,R03083	RC00002,RC00078,RC00847	ko00000,ko00001,ko00002,ko01000	-	-	-	DHQ_synthase,DHquinase_II,SKI
MGYG000000005_01019	216816.GS08_04685	1.62e-247	682.0	COG1609@1|root,COG1609@2|Bacteria,2GJY9@201174|Actinobacteria,4D08I@85004|Bifidobacteriales	201174|Actinobacteria	K	helix_turn _helix lactose operon repressor	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
MGYG000000005_00002	762211.BSTEL_1481	0.0	2939.0	COG1924@1|root,COG3580@1|root,COG3581@1|root,COG1924@2|Bacteria,COG3580@2|Bacteria,COG3581@2|Bacteria,2I1VH@201174|Actinobacteria,4CZ6Y@85004|Bifidobacteriales	201174|Actinobacteria	I	CoA enzyme activase uncharacterised domain (DUF2229)	hgdC	-	-	-	-	-	-	-	-	-	-	-	BcrAD_BadFG,DUF2229,HGD-D
MGYG000000005_00035	216816.GS08_08195	0.0	1009.0	COG0516@1|root,COG0517@1|root,COG0516@2|Bacteria,COG0517@2|Bacteria,2GITZ@201174|Actinobacteria,4CZ2S@85004|Bifidobacteriales	201174|Actinobacteria	F	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth	guaB	GO:0003674,GO:0003824,GO:0003938,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006163,GO:0006164,GO:0006177,GO:0006183,GO:0006195,GO:0006204,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009125,GO:0009126,GO:0009127,GO:0009128,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009154,GO:0009156,GO:0009158,GO:0009161,GO:0009163,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009169,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009261,GO:0009987,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0040007,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046037,GO:0046039,GO:0046040,GO:0046128,GO:0046129,GO:0046390,GO:0046434,GO:0046483,GO:0046700,GO:0055086,GO:0055114,GO:0071704,GO:0071944,GO:0072521,GO:0072522,GO:0072523,GO:0090407,GO:0097292,GO:0097293,GO:1901068,GO:1901070,GO:1901135,GO:1901136,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901657,GO:1901659	1.1.1.205	ko:K00088	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	M00050	R01130,R08240	RC00143,RC02207	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	CBS,IMPDH,NMO
MGYG000000005_00068	216816.GS08_08385	1.47e-116	333.0	COG1846@1|root,COG1846@2|Bacteria,2IHK6@201174|Actinobacteria,4D0T3@85004|Bifidobacteriales	201174|Actinobacteria	K	Winged helix DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_27,MarR_2
MGYG000000005_00104	216816.GS08_08610	2.52e-163	456.0	COG0262@1|root,COG0262@2|Bacteria,2IM1S@201174|Actinobacteria,4CZM1@85004|Bifidobacteriales	201174|Actinobacteria	H	dihydrofolate reductase	folA	GO:0000166,GO:0003674,GO:0003824,GO:0004146,GO:0005488,GO:0006082,GO:0006575,GO:0006725,GO:0006730,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009396,GO:0009987,GO:0016053,GO:0016491,GO:0016645,GO:0016646,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0036094,GO:0042398,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0046653,GO:0046654,GO:0048037,GO:0050661,GO:0050662,GO:0051186,GO:0051188,GO:0055114,GO:0070401,GO:0071704,GO:0097159,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	1.5.1.3	ko:K00287	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523	M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R11765	RC00109,RC00110,RC00158	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv2763c	DHFR_1
MGYG000000005_00138	216816.GS08_08830	6.44e-195	541.0	COG3711@1|root,COG3711@2|Bacteria,2I8K8@201174|Actinobacteria,4D08T@85004|Bifidobacteriales	201174|Actinobacteria	K	CAT RNA binding domain	arbG	-	-	ko:K03488	-	-	-	-	ko00000,ko03000	-	-	-	CAT_RBD,PRD,PTS-HPr
MGYG000000005_00171	326426.Bbr_1621	1.69e-313	855.0	COG0201@1|root,COG0201@2|Bacteria,2GJ26@201174|Actinobacteria,4CYWU@85004|Bifidobacteriales	201174|Actinobacteria	U	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently	secY	GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944	-	ko:K03076	ko02024,ko03060,ko03070,map02024,map03060,map03070	M00335	-	-	ko00000,ko00001,ko00002,ko02044	3.A.5	-	-	ADK,SecY
MGYG000000005_00203	216816.GS08_09160	0.0	911.0	COG2843@1|root,COG2843@2|Bacteria,2GK15@201174|Actinobacteria,4D081@85004|Bifidobacteriales	201174|Actinobacteria	M	Bacterial capsule synthesis protein PGA_cap	-	-	-	ko:K07282	-	-	-	-	ko00000	-	-	-	PGA_cap
MGYG000000005_00239	216816.GS08_01380	0.0	1858.0	COG0525@1|root,COG0525@2|Bacteria,2GK8H@201174|Actinobacteria,4CYVG@85004|Bifidobacteriales	201174|Actinobacteria	J	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner	valS	-	6.1.1.9	ko:K01873	ko00970,map00970	M00359,M00360	R03665	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1
MGYG000000005_00273	216816.GS08_01545	9.16e-272	748.0	COG3842@1|root,COG3842@2|Bacteria,2GJCM@201174|Actinobacteria,4CZPE@85004|Bifidobacteriales	201174|Actinobacteria	E	Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system	-	-	-	ko:K02052	ko02024,map02024	M00193	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.11	-	-	ABC_tran,TOBE_2,TOBE_3
MGYG000000005_00308	216816.GS08_01850	8.96e-252	691.0	COG1957@1|root,COG1957@2|Bacteria,2GP6N@201174|Actinobacteria,4CZ0Y@85004|Bifidobacteriales	201174|Actinobacteria	F	Inosine-uridine preferring nucleoside hydrolase	-	-	3.2.2.1	ko:K01239	ko00230,ko00760,ko01100,map00230,map00760,map01100	-	R01245,R01273,R01677,R01770,R02143	RC00033,RC00063,RC00122,RC00318,RC00485	ko00000,ko00001,ko01000	-	-	-	IU_nuc_hydro
MGYG000000005_00340	216816.GS08_02015	2.22e-185	515.0	COG0689@1|root,COG0689@2|Bacteria,2GJFI@201174|Actinobacteria,4CZBF@85004|Bifidobacteriales	201174|Actinobacteria	J	Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates	rph	GO:0006139,GO:0006401,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0016070,GO:0016072,GO:0016075,GO:0019439,GO:0034641,GO:0034655,GO:0034660,GO:0034661,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0071704,GO:0090304,GO:1901360,GO:1901361,GO:1901575	2.7.7.56	ko:K00989	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	Ham1p_like,RNase_PH,RNase_PH_C
MGYG000000005_00375	326426.Bbr_0428	0.0	909.0	COG0477@1|root,COG2814@2|Bacteria,2GIZX@201174|Actinobacteria,4CZWX@85004|Bifidobacteriales	201174|Actinobacteria	U	Drug resistance MFS transporter, drug H antiporter-2 family	-	-	-	-	-	-	-	-	-	-	-	-	CBS,MFS_1,Sugar_tr
MGYG000000005_00407	216816.GS08_02350	0.0	1424.0	COG0744@1|root,COG0744@2|Bacteria,2GK21@201174|Actinobacteria,4CZAZ@85004|Bifidobacteriales	201174|Actinobacteria	M	Transglycosylase	pon1	-	-	-	-	-	-	-	-	-	-	-	PASTA,Transgly,Transpeptidase
MGYG000000005_00439	216816.GS08_02655	8.01e-107	308.0	COG0691@1|root,COG0691@2|Bacteria,2GJX1@201174|Actinobacteria,4CZG4@85004|Bifidobacteriales	201174|Actinobacteria	J	the 2 termini fold to resemble tRNA(Ala) and it encodes a tag peptide , a short internal open reading frame. During trans-translation Ala- aminoacylated tmRNA acts like a tRNA, entering the A-site of stalled ribosomes, displacing the stalled mRNA. The ribosome then switches to translate the ORF on the tmRNA	smpB	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	-	ko:K03664	-	-	-	-	ko00000	-	-	-	SmpB
MGYG000000005_00471	216816.GS08_02815	0.0	892.0	COG0787@1|root,COG0787@2|Bacteria,2GM2Y@201174|Actinobacteria,4CZ2Q@85004|Bifidobacteriales	201174|Actinobacteria	M	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids	alr	-	5.1.1.1	ko:K01775	ko00473,ko01100,ko01502,map00473,map01100,map01502	-	R00401	RC00285	ko00000,ko00001,ko01000,ko01011	-	-	-	Ala_racemase_C,Ala_racemase_N,TsaE
MGYG000000005_00504	216816.GS08_02915	5.58e-292	796.0	COG0026@1|root,COG0026@2|Bacteria,2GJCU@201174|Actinobacteria,4CYWP@85004|Bifidobacteriales	201174|Actinobacteria	F	Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR)	purK	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944	6.3.4.18	ko:K01589	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R07404	RC01927	ko00000,ko00001,ko00002,ko01000	-	-	-	2-Hacid_dh_C,AIRC,ATP-grasp
MGYG000000005_00537	216816.GS08_03100	0.0	1402.0	COG0480@1|root,COG0480@2|Bacteria,2GKB3@201174|Actinobacteria,4CYTB@85004|Bifidobacteriales	201174|Actinobacteria	J	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome	fusA	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944	-	ko:K02355	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2
MGYG000000005_00569	216816.GS08_03315	1.95e-271	744.0	COG1364@1|root,COG1364@2|Bacteria,2GIW0@201174|Actinobacteria,4CZQQ@85004|Bifidobacteriales	201174|Actinobacteria	E	Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate	argJ	GO:0003674,GO:0003824,GO:0004042,GO:0004358,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006592,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0040007,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.3.1.1,2.3.1.35	ko:K00620	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230	M00028	R00259,R02282	RC00004,RC00064	ko00000,ko00001,ko00002,ko01000	-	-	-	ArgJ
MGYG000000005_00601	216816.GS08_03500	6.21e-128	364.0	2A13J@1|root,30P9F@2|Bacteria,2GKGD@201174|Actinobacteria,4D0QR@85004|Bifidobacteriales	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000005_00633	216816.GS08_07060	3.45e-240	661.0	COG1609@1|root,COG1609@2|Bacteria,2GJY9@201174|Actinobacteria,4CYU5@85004|Bifidobacteriales	201174|Actinobacteria	K	helix_turn _helix lactose operon repressor	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_1,Peripla_BP_3
MGYG000000005_00666	216816.GS08_07260	8.39e-151	424.0	COG0400@1|root,COG0400@2|Bacteria,2I5NR@201174|Actinobacteria,4CZJQ@85004|Bifidobacteriales	201174|Actinobacteria	S	Phospholipase/Carboxylesterase	-	-	-	ko:K06999	-	-	-	-	ko00000	-	-	-	Abhydrolase_2
MGYG000000005_00698	216816.GS08_07410	7.42e-257	702.0	COG1216@1|root,COG1216@2|Bacteria,2GMQQ@201174|Actinobacteria,4CZRJ@85004|Bifidobacteriales	201174|Actinobacteria	S	Glycosyltransferase, group 2 family protein	-	-	-	-	-	-	-	-	-	-	-	-	Glycos_transf_2
MGYG000000005_00762	216816.GS08_07765	0.0	1001.0	COG1222@1|root,COG1222@2|Bacteria,2GMR1@201174|Actinobacteria,4CZ86@85004|Bifidobacteriales	201174|Actinobacteria	O	AAA ATPase forming ring-shaped complexes	arc	GO:0000302,GO:0000502,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005886,GO:0006508,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009405,GO:0009987,GO:0010035,GO:0010498,GO:0010499,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019538,GO:0019941,GO:0022623,GO:0022624,GO:0030163,GO:0030312,GO:0032991,GO:0033554,GO:0034599,GO:0034614,GO:0035690,GO:0042221,GO:0042493,GO:0042802,GO:0043170,GO:0043335,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044419,GO:0044424,GO:0044464,GO:0044877,GO:0050896,GO:0051409,GO:0051603,GO:0051704,GO:0051716,GO:0070628,GO:0070887,GO:0071241,GO:0071704,GO:0071731,GO:0071732,GO:0071944,GO:0097366,GO:0140030,GO:0140035,GO:1901564,GO:1901565,GO:1901575,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902170,GO:1902494,GO:1905368,GO:1905369	-	ko:K13527	ko03050,map03050	M00342	-	-	ko00000,ko00001,ko00002,ko03051	-	-	-	AAA,Prot_ATP_ID_OB
MGYG000000005_00794	216816.GS08_06370	0.0	1029.0	COG0029@1|root,COG0029@2|Bacteria,2I2IJ@201174|Actinobacteria,4D01P@85004|Bifidobacteriales	201174|Actinobacteria	H	Catalyzes the oxidation of L-aspartate to iminoaspartate	nadB	GO:0008150,GO:0040007	1.4.3.16,2.4.2.19	ko:K00278,ko:K00767	ko00250,ko00760,ko01100,map00250,map00760,map01100	M00115	R00357,R00481,R03348	RC00006,RC02566,RC02877	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv1595	FAD_binding_2,QRPTase_C,QRPTase_N,Succ_DH_flav_C
MGYG000000005_00826	216816.GS08_06205	2.24e-236	650.0	COG0324@1|root,COG0324@2|Bacteria,2GKFT@201174|Actinobacteria,4CZNS@85004|Bifidobacteriales	201174|Actinobacteria	F	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)	miaA	GO:0003674,GO:0003824,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016765,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0052381,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	2.5.1.75	ko:K00791	ko00908,ko01100,ko01110,map00908,map01100,map01110	-	R01122	RC02820	ko00000,ko00001,ko01000,ko01006,ko03016	-	-	-	DAP_epimerase,IPPT
MGYG000000005_00858	216816.GS08_02205	1.22e-72	220.0	COG2963@1|root,COG2963@2|Bacteria,2IF4K@201174|Actinobacteria,4D0JP@85004|Bifidobacteriales	201174|Actinobacteria	L	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_23,HTH_28
MGYG000000005_00893	216816.GS08_05705	9.73e-179	498.0	COG0107@1|root,COG0107@2|Bacteria,2GIRP@201174|Actinobacteria,4CZ8Z@85004|Bifidobacteriales	201174|Actinobacteria	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit	hisF	GO:0000107,GO:0003674,GO:0003824,GO:0008150,GO:0016740,GO:0016757,GO:0016763,GO:0040007	4.1.3.27	ko:K01657,ko:K02500	ko00340,ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00340,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025	M00023,M00026	R00985,R00986,R04558	RC00010,RC01190,RC01943,RC02148,RC02414	ko00000,ko00001,ko00002,ko01000	-	-	-	Anth_synt_I_N,Chorismate_bind,His_biosynth,NMO,PRA-CH,ThiG
MGYG000000005_00925	216816.GS08_05515	1.23e-237	657.0	COG1420@1|root,COG1420@2|Bacteria,2GKF5@201174|Actinobacteria,4CZK3@85004|Bifidobacteriales	201174|Actinobacteria	K	Negative regulator of class I heat shock genes (grpE- dnaK-dnaJ and groELS operons). Prevents heat-shock induction of these operons	hrcA	GO:0005575,GO:0005623,GO:0005886,GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016020,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0044464,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141	-	ko:K03705	-	-	-	-	ko00000,ko03000	-	-	-	HTH_11,HTH_DeoR,HrcA,HrcA_DNA-bdg
MGYG000000005_00957	216816.GS08_04990	0.0	1104.0	COG0062@1|root,COG0063@1|root,COG0062@2|Bacteria,COG0063@2|Bacteria,2GJHB@201174|Actinobacteria,4CZC5@85004|Bifidobacteriales	201174|Actinobacteria	H	Catalyzes the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. Together with NAD(P)HX epimerase, which catalyzes the epimerization of the S- and R-forms, the enzyme allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration	nnrD	-	4.2.1.136,5.1.99.6	ko:K17758,ko:K17759	-	-	-	-	ko00000,ko01000	-	-	-	ACPS,Carb_kinase,YjeF_N
MGYG000000005_00989	754252.PFREUD_02770	1.01e-153	457.0	COG0270@1|root,COG0270@2|Bacteria	2|Bacteria	L	DNA (cytosine-5-)-methyltransferase activity	dcm	-	2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_methylase
