#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000004_01572	1195236.CTER_4060	1.25e-27	130.0	COG3940@1|root,COG4733@1|root,COG5434@1|root,COG5492@1|root,COG5498@1|root,COG3940@2|Bacteria,COG4733@2|Bacteria,COG5434@2|Bacteria,COG5492@2|Bacteria,COG5498@2|Bacteria,1UHXK@1239|Firmicutes,25E6U@186801|Clostridia,3WPCT@541000|Ruminococcaceae	186801|Clostridia	MN	S-layer homology domain	-	-	-	-	-	-	-	-	-	-	-	-	Big_2,CBM9_1,CBM_35,CBM_X2,DUF4430,F5_F8_type_C,Glyco_hydro_43,Laminin_G_3,Lyase_8,Lyase_8_C,Lyase_8_N,Metallophos,RicinB_lectin_2,SLH
MGYG000000004_01669	411468.CLOSCI_03579	5.62e-113	330.0	COG1246@1|root,COG1246@2|Bacteria,1TRN6@1239|Firmicutes,2484V@186801|Clostridia,21YGM@1506553|Lachnoclostridium	186801|Clostridia	E	YoaP-like	yoaP	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,Acetyltransf_10,YoaP
MGYG000000004_01733	1410668.JNKC01000001_gene1252	1.03e-18	78.6	2CDFN@1|root,33CYY@2|Bacteria,1VEJK@1239|Firmicutes,24RI3@186801|Clostridia,36PEA@31979|Clostridiaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000004_01767	931276.Cspa_c05630	3.52e-48	171.0	COG1672@1|root,COG1672@2|Bacteria,1TPQR@1239|Firmicutes,24AIK@186801|Clostridia,36FFJ@31979|Clostridiaceae	186801|Clostridia	S	PFAM Archaeal ATPase	-	-	-	-	-	-	-	-	-	-	-	-	AAA-ATPase_like,AAA_35,PDDEXK_3
MGYG000000004_00154	1236689.MMALV_12140	0.0	925.0	COG0574@1|root,arCOG01111@2157|Archaea,2XU2T@28890|Euryarchaeota,3F2MC@33867|unclassified Euryarchaeota	28890|Euryarchaeota	G	PEP-utilising enzyme, mobile domain	-	-	2.7.9.1,2.7.9.2	ko:K01006,ko:K01007	ko00620,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173,M00374	R00199,R00206	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
MGYG000000004_00235	1054217.TALC_00452	8.3e-114	336.0	COG0489@1|root,arCOG00585@2157|Archaea,2XTU2@28890|Euryarchaeota,241MZ@183967|Thermoplasmata	183967|Thermoplasmata	D	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	-	-	-	ko:K03593	-	-	-	-	ko00000,ko03029,ko03036	-	-	-	ParA
MGYG000000004_00477	930945.SiRe_0321	7.47e-44	157.0	COG0842@1|root,arCOG01467@2157|Archaea,2XQF4@28889|Crenarchaeota	28889|Crenarchaeota	V	PFAM ABC-2 type transporter	-	-	-	ko:K01992	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC2_membrane
MGYG000000004_00580	1054217.TALC_00148	1.12e-221	624.0	COG0008@1|root,arCOG00402@2157|Archaea,2XSUM@28890|Euryarchaeota,241KP@183967|Thermoplasmata	183967|Thermoplasmata	J	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro)	proS	-	6.1.1.15	ko:K01881	ko00970,map00970	M00359,M00360	R03661	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,ProRS-C_1,tRNA-synt_2b
MGYG000000004_01522	673860.AciM339_0078	3.17e-06	49.7	COG3609@1|root,arCOG06966@2157|Archaea,2Y5GZ@28890|Euryarchaeota,3F3D2@33867|unclassified Euryarchaeota	28890|Euryarchaeota	K	Ribbon-helix-helix protein, copG family	-	-	-	ko:K07722	-	-	-	-	ko00000,ko03000	-	-	-	RHH_1
MGYG000000004_00975	693661.Arcve_0650	8.12e-87	260.0	COG1592@1|root,arCOG01097@2157|Archaea,2XWSA@28890|Euryarchaeota	28890|Euryarchaeota	C	PFAM Rubrerythrin	rbr-1	-	-	-	-	-	-	-	-	-	-	-	Rubrerythrin
MGYG000000004_01098	428125.CLOLEP_03091	3.32e-150	426.0	COG1013@1|root,COG1013@2|Bacteria,1UZ67@1239|Firmicutes,247Q7@186801|Clostridia,3WGN9@541000|Ruminococcaceae	186801|Clostridia	C	thiamine pyrophosphate	-	-	1.2.7.11,1.2.7.3	ko:K00175	ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200	M00009,M00011,M00173,M00620	R01196,R01197	RC00004,RC02742,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C
MGYG000000004_00009	673860.AciM339_0317	1.57e-55	178.0	COG0615@1|root,arCOG01222@2157|Archaea,2XX70@28890|Euryarchaeota,3F2RF@33867|unclassified Euryarchaeota	28890|Euryarchaeota	F	Catalyzes the transfer of the AMP portion of ATP to flavin mononucleotide (FMN) to produce flavin adenine dinucleotide (FAD) coenzyme	ribL	GO:0000166,GO:0001882,GO:0001884,GO:0002135,GO:0003674,GO:0003824,GO:0003919,GO:0005488,GO:0005515,GO:0005524,GO:0006139,GO:0006725,GO:0006732,GO:0006747,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009161,GO:0009165,GO:0009259,GO:0009987,GO:0010181,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0018130,GO:0019103,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032549,GO:0032551,GO:0032553,GO:0032555,GO:0032557,GO:0032559,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042726,GO:0042727,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0046443,GO:0046444,GO:0046483,GO:0046983,GO:0048037,GO:0050662,GO:0051186,GO:0051188,GO:0055086,GO:0070566,GO:0071704,GO:0072387,GO:0072388,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	2.7.7.2	ko:K14656	ko00740,ko01100,ko01110,map00740,map01100,map01110	-	R00161	RC00002	ko00000,ko00001,ko01000	-	-	-	CTP_transf_like
MGYG000000004_00043	1236689.MMALV_06140	1.76e-129	380.0	COG0002@1|root,arCOG00495@2157|Archaea,2XTC1@28890|Euryarchaeota	28890|Euryarchaeota	E	Belongs to the NAGSA dehydrogenase family. Type 1 subfamily	argC	-	1.2.1.38	ko:K00145,ko:K05829	ko00220,ko00300,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00300,map01100,map01110,map01130,map01210,map01230	M00028,M00031,M00763,M00845	R03443,R09777,R10931	RC00684	ko00000,ko00001,ko00002,ko01000	-	-	-	Semialdhyde_dh,Semialdhyde_dhC
MGYG000000004_00075	398512.JQKC01000013_gene1386	3.68e-31	120.0	COG1309@1|root,COG1309@2|Bacteria,1TPXF@1239|Firmicutes,24F9Q@186801|Clostridia,3WMCP@541000|Ruminococcaceae	186801|Clostridia	K	Bacterial regulatory proteins, tetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
MGYG000000004_00108	1236689.MMALV_09390	8.49e-247	699.0	COG4231@1|root,arCOG01609@2157|Archaea,2XUNR@28890|Euryarchaeota,3F2HQ@33867|unclassified Euryarchaeota	28890|Euryarchaeota	C	Catalyzes the ferredoxin-dependent oxidative decarboxylation of arylpyruvates	iorA	-	1.2.7.8	ko:K00179	-	-	-	-	br01601,ko00000,ko01000	-	-	-	Fer4,Fer4_7,POR_N,TPP_enzyme_C
MGYG000000004_00140	445971.ANASTE_00017	8.46e-82	251.0	COG1145@1|root,COG1145@2|Bacteria,1TPAZ@1239|Firmicutes,249NJ@186801|Clostridia,25V1Y@186806|Eubacteriaceae	186801|Clostridia	C	4Fe-4S binding domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Fer4,Fer4_6
MGYG000000004_00173	1236689.MMALV_03720	9.83e-64	206.0	COG4002@1|root,arCOG00854@2157|Archaea,2XXS9@28890|Euryarchaeota	28890|Euryarchaeota	S	methanogen marker protein 4	-	-	-	-	-	-	-	-	-	-	-	-	PTA_PTB
MGYG000000004_00270	1236689.MMALV_12660	5.96e-251	715.0	COG1389@1|root,arCOG01165@2157|Archaea,2XTZQ@28890|Euryarchaeota,3F2EU@33867|unclassified Euryarchaeota	28890|Euryarchaeota	L	Relaxes both positive and negative superturns and exhibits a strong decatenase activity	top6B	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022613,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904	5.99.1.3	ko:K03167	-	-	-	-	ko00000,ko01000,ko03032	-	-	-	HATPase_c,HATPase_c_3,Intein_splicing,Topo-VIb_trans
MGYG000000004_00302	443143.GM18_4149	3.1e-115	337.0	COG0107@1|root,COG0107@2|Bacteria,1MUS0@1224|Proteobacteria,42M44@68525|delta/epsilon subdivisions,2WJFW@28221|Deltaproteobacteria	28221|Deltaproteobacteria	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit	hisF	GO:0000107,GO:0003674,GO:0003824,GO:0016740,GO:0016757,GO:0016763	-	ko:K02500	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04558	RC00010,RC01190,RC01943	ko00000,ko00001,ko00002,ko01000	-	-	-	His_biosynth
MGYG000000004_00370	439481.Aboo_0834	6.65e-71	218.0	COG1056@1|root,arCOG00972@2157|Archaea,2XUF7@28890|Euryarchaeota,3F2N0@33867|unclassified Euryarchaeota	28890|Euryarchaeota	H	Cytidylyltransferase-like	nadM	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.7.7.1	ko:K00952	ko00760,ko01100,map00760,map01100	-	R00137,R03005	RC00002	ko00000,ko00001,ko01000	-	-	-	CTP_transf_like
MGYG000000004_00403	368407.Memar_2034	3.64e-108	336.0	COG0477@1|root,arCOG00141@2157|Archaea,2Y3ND@28890|Euryarchaeota	28890|Euryarchaeota	G	PFAM Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
MGYG000000004_00435	1054217.TALC_00348	1.4e-60	193.0	COG1396@1|root,arCOG01865@2157|Archaea,2XWHC@28890|Euryarchaeota	28890|Euryarchaeota	K	Cupin 2, conserved barrel	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2,HTH_26,HTH_3,HTH_31
MGYG000000004_00468	439481.Aboo_0405	0.0	973.0	COG0464@1|root,arCOG01308@2157|Archaea,2XSYR@28890|Euryarchaeota,3F39E@33867|unclassified Euryarchaeota	28890|Euryarchaeota	O	Cell division protein 48 (CDC48), domain 2	-	-	-	ko:K13525	ko04141,ko05134,map04141,map05134	M00400,M00403	-	-	ko00000,ko00001,ko00002,ko03019,ko04131,ko04147	3.A.16.1	-	-	AAA,CDC48_2,CDC48_N
MGYG000000004_00535	273116.14325335	2.6e-46	161.0	COG1303@1|root,arCOG01857@2157|Archaea,2XV35@28890|Euryarchaeota,241PF@183967|Thermoplasmata	183967|Thermoplasmata	J	Specifically catalyzes the AdoMet-dependent 2'-O-ribose methylation of cytidine at position 56 in tRNAs	-	-	2.1.1.206	ko:K07254	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	HD,Trm56
MGYG000000004_00569	243232.MJ_1679	0.000333	42.4	COG3609@1|root,arCOG01011@2157|Archaea	2157|Archaea	K	positive regulation of growth	-	-	-	-	-	-	-	-	-	-	-	-	RHH_1
MGYG000000004_00205	1365176.N186_05140	6.88e-191	557.0	COG0441@1|root,arCOG00401@2157|Archaea,2XQ02@28889|Crenarchaeota	28889|Crenarchaeota	J	Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr). Also edits incorrectly charged L-seryl-tRNA(Thr)	thrS	GO:0002161,GO:0003674,GO:0003824,GO:0004812,GO:0004829,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006435,GO:0006450,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016787,GO:0016788,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0052689,GO:0065007,GO:0065008,GO:0071704,GO:0090304,GO:0106074,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.3	ko:K01868	ko00970,map00970	M00359,M00360	R03663	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	HGTP_anticodon,tRNA-Thr_ED,tRNA-synt_2b
MGYG000000004_01003	579137.Metvu_0295	4.87e-46	152.0	COG2007@1|root,arCOG04154@2157|Archaea,2XYXX@28890|Euryarchaeota,23R0Z@183939|Methanococci	183939|Methanococci	J	PFAM ribosomal protein S8E	rps8e	GO:0000462,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0015935,GO:0016070,GO:0016072,GO:0022613,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0042274,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360,GO:1990904	-	ko:K02995	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S8e
MGYG000000004_00973	263820.PTO1359	9.11e-76	253.0	arCOG00144@1|root,arCOG00144@2157|Archaea,2XUGF@28890|Euryarchaeota,24238@183967|Thermoplasmata	183967|Thermoplasmata	G	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
MGYG000000004_01225	1054217.TALC_01157	4.64e-138	400.0	COG0540@1|root,arCOG00911@2157|Archaea,2XSZ7@28890|Euryarchaeota,241J0@183967|Thermoplasmata	183967|Thermoplasmata	F	aspartate carbamoyltransferase activity	pyrB	-	2.1.3.2	ko:K00609	ko00240,ko00250,ko01100,map00240,map00250,map01100	M00051	R01397	RC00064,RC02850	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
MGYG000000004_00611	1236689.MMALV_10510	1.18e-237	672.0	COG2759@1|root,arCOG04541@2157|Archaea,2XUXB@28890|Euryarchaeota,3F2IA@33867|unclassified Euryarchaeota	28890|Euryarchaeota	F	Belongs to the formate--tetrahydrofolate ligase family	fhs	-	6.3.4.3	ko:K01938	ko00670,ko00720,ko01100,ko01120,ko01200,map00670,map00720,map01100,map01120,map01200	M00140,M00377	R00943	RC00026,RC00111	ko00000,ko00001,ko00002,ko01000	-	-	-	FTHFS
MGYG000000004_01715	1236689.MMALV_16610	2.04e-164	474.0	COG0247@1|root,arCOG00333@2157|Archaea,2Y85G@28890|Euryarchaeota	28890|Euryarchaeota	C	reductase	hdrD	GO:0003674,GO:0003824,GO:0006091,GO:0008150,GO:0008152,GO:0009058,GO:0009061,GO:0009987,GO:0015947,GO:0015948,GO:0015975,GO:0015980,GO:0016491,GO:0016667,GO:0043446,GO:0043447,GO:0044237,GO:0044249,GO:0045333,GO:0051912,GO:0055114,GO:0071704,GO:1901576	1.8.98.1	ko:K08264	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	-	R04540	RC00011	ko00000,ko00001,ko01000	-	-	-	CCG,Fer4_17,Fer4_8
MGYG000000004_01030	573063.Metin_1083	4.08e-52	172.0	COG0503@1|root,arCOG00030@2157|Archaea,2XTWM@28890|Euryarchaeota,23Q0J@183939|Methanococci	183939|Methanococci	F	Catalyzes a salvage reaction resulting in the formation of IMP that is energically less costly than de novo synthesis	hpt	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	2.4.2.7	ko:K00759	ko00230,ko01100,map00230,map01100	-	R00190,R01229,R04378	RC00063	ko00000,ko00001,ko01000,ko04147	-	-	-	Pribosyltran
MGYG000000004_01095	428125.CLOLEP_03088	9.78e-83	252.0	COG0455@1|root,COG0455@2|Bacteria,1V1FH@1239|Firmicutes,24DP7@186801|Clostridia,3WSQK@541000|Ruminococcaceae	186801|Clostridia	D	CobQ/CobB/MinD/ParA nucleotide binding domain	-	-	-	-	-	-	-	-	-	-	-	-	CbiA,Mg_chelatase
MGYG000000004_01128	186497.PF1913	9.61e-25	100.0	COG1325@1|root,arCOG01042@2157|Archaea,2Y01Q@28890|Euryarchaeota,242JV@183968|Thermococci	183968|Thermococci	J	RNA binding	-	-	-	ko:K07581	-	-	-	-	ko00000	-	-	-	RNA_binding
MGYG000000004_01161	1236689.MMALV_11380	1.81e-79	243.0	COG5012@1|root,arCOG02030@2157|Archaea,2Y8I2@28890|Euryarchaeota	28890|Euryarchaeota	S	Dimethylamine corrinoid protein	-	-	-	ko:K16179	ko00680,ko01120,ko01200,map00680,map01120,map01200	M00563	R09999	RC00035,RC00556,RC02986	ko00000,ko00001,ko00002	-	-	-	B12-binding,B12-binding_2
MGYG000000004_01193	1384484.AEQU_0093	6.25e-10	68.2	COG2815@1|root,COG2815@2|Bacteria	2|Bacteria	G	serine threonine protein kinase	-	-	2.7.11.1	ko:K08884,ko:K12132	-	-	-	-	ko00000,ko01000,ko01001	-	-	-	CAAD,CHASE2,DUF2510,DUF3761,Dabb,FGE-sulfatase,Flg_new,Gram_pos_anchor,Macro,PASTA,Pkinase,TIR_2,Transgly,Transpeptidase,YARHG
MGYG000000004_01258	666686.B1NLA3E_01345	3.01e-59	206.0	2C5WB@1|root,2Z7IZ@2|Bacteria,1V9V3@1239|Firmicutes,4HKX3@91061|Bacilli,1ZHRK@1386|Bacillus	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000004_01290	1151117.AJLF01000001_gene751	8.41e-16	78.2	COG1522@1|root,arCOG01580@2157|Archaea,2XWJA@28890|Euryarchaeota,243ZM@183968|Thermococci	183968|Thermococci	K	transcription regulator activity	-	-	-	-	-	-	-	-	-	-	-	-	AsnC_trans_reg,HTH_24
MGYG000000004_01323	1054217.TALC_00644	9.71e-09	60.5	2DZ78@1|root,2N5BR@2157|Archaea,2Y5T9@28890|Euryarchaeota	28890|Euryarchaeota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000004_01355	742726.HMPREF9448_02020	1.19e-86	259.0	COG0655@1|root,COG0655@2|Bacteria,4NHHY@976|Bacteroidetes,2FQJ4@200643|Bacteroidia,22XTE@171551|Porphyromonadaceae	976|Bacteroidetes	S	NADPH-dependent FMN reductase	ywqN	-	-	-	-	-	-	-	-	-	-	-	FMN_red
MGYG000000004_01423	759914.BP951000_2059	3.88e-150	441.0	COG0534@1|root,COG0534@2|Bacteria,2J6QF@203691|Spirochaetes	203691|Spirochaetes	V	Mate efflux family protein	-	-	-	-	-	-	-	-	-	-	-	-	MatE
MGYG000000004_01455	1122921.KB898193_gene2390	7.45e-75	288.0	COG2041@1|root,COG3209@1|root,COG4932@1|root,COG5184@1|root,COG2041@2|Bacteria,COG3209@2|Bacteria,COG4932@2|Bacteria,COG5184@2|Bacteria,1UNW6@1239|Firmicutes,4IUS7@91061|Bacilli,277QM@186822|Paenibacillaceae	91061|Bacilli	DMZ	Cadherin-like beta sandwich domain	-	-	-	-	-	-	-	-	-	-	-	-	Big_3_2,Cadherin-like,Flg_new,SLH
MGYG000000004_01487	673860.AciM339_1253	7.67e-92	279.0	COG1355@1|root,arCOG01728@2157|Archaea,2XVYU@28890|Euryarchaeota,3F2NT@33867|unclassified Euryarchaeota	28890|Euryarchaeota	S	Belongs to the MEMO1 family	-	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0032886,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0065007	-	ko:K06990	-	-	-	-	ko00000,ko04812	-	-	-	Memo
MGYG000000004_01519	1349822.NSB1T_10560	9.31e-98	308.0	COG1846@1|root,COG2865@1|root,COG1846@2|Bacteria,COG2865@2|Bacteria,4NGFJ@976|Bacteroidetes,2FPKR@200643|Bacteroidia,231W4@171551|Porphyromonadaceae	976|Bacteroidetes	K	Putative ATP-dependent DNA helicase recG C-terminal	-	-	3.6.4.12	ko:K03655	ko03440,map03440	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	AlbA_2,HATPase_c_4,HTH_11,HTH_24,HTH_WhiA
MGYG000000004_01551	1054217.TALC_00487	6.6e-147	439.0	COG0277@1|root,arCOG00340@2157|Archaea,2XVP5@28890|Euryarchaeota	28890|Euryarchaeota	C	FAD binding domain	-	-	1.1.3.15	ko:K00104	ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130	-	R00475	RC00042	ko00000,ko00001,ko01000	-	-	-	CCG,FAD-oxidase_C,FAD_binding_4,Fer4_17
MGYG000000004_01583	1054217.TALC_01121	9.3e-34	126.0	COG2266@1|root,arCOG01871@2157|Archaea,2XZP4@28890|Euryarchaeota	28890|Euryarchaeota	M	GTP adenosylcobinamide-phosphate guanylyltransferase	cobY	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0005488,GO:0005525,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008820,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016772,GO:0016779,GO:0017076,GO:0017144,GO:0018130,GO:0019001,GO:0019438,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0033013,GO:0033014,GO:0034641,GO:0035639,GO:0036094,GO:0042364,GO:0043167,GO:0043168,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046483,GO:0051186,GO:0051188,GO:0070568,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576	2.7.7.62	ko:K19712	ko00860,ko01100,map00860,map01100	-	R05222	RC00002	ko00000,ko00001,ko01000	-	-	-	NTP_transf_3,NTP_transferase
MGYG000000004_01615	304371.MCP_0141	2.42e-37	140.0	COG1801@1|root,arCOG04291@2157|Archaea,2XY6C@28890|Euryarchaeota,2NA4H@224756|Methanomicrobia	224756|Methanomicrobia	S	Protein of unknown function DUF72	-	-	-	-	-	-	-	-	-	-	-	-	DUF72
MGYG000000004_01680	1123511.KB905848_gene2985	6.85e-178	515.0	COG2865@1|root,COG2865@2|Bacteria,1TRTZ@1239|Firmicutes,4H944@909932|Negativicutes	909932|Negativicutes	K	Putative DNA-binding domain	-	-	-	-	-	-	-	-	-	-	-	-	AlbA_2,HATPase_c_4,HTH_24,MarR
MGYG000000004_01712	593750.Metfor_0156	6.06e-65	202.0	COG3260@1|root,arCOG01553@2157|Archaea,2XXUX@28890|Euryarchaeota,2NBHG@224756|Methanomicrobia	224756|Methanomicrobia	C	PFAM NADH ubiquinone oxidoreductase, 20	echC	-	-	ko:K14088	-	-	-	-	ko00000	-	-	-	Oxidored_q6
MGYG000000004_01744	1236689.MMALV_01370	1.46e-49	166.0	COG0125@1|root,arCOG01891@2157|Archaea,2XTAM@28890|Euryarchaeota,3F2RW@33867|unclassified Euryarchaeota	28890|Euryarchaeota	F	Thymidylate kinase	tmk	GO:0003674,GO:0003824,GO:0004798,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006227,GO:0006233,GO:0006235,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009041,GO:0009058,GO:0009117,GO:0009123,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009165,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009200,GO:0009202,GO:0009211,GO:0009212,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019692,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046072,GO:0046075,GO:0046077,GO:0046385,GO:0046483,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.4.9	ko:K00943	ko00240,ko01100,map00240,map01100	M00053	R02094,R02098	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	Thymidylate_kin
MGYG000000004_00378	456442.Mboo_0156	2.82e-165	475.0	COG0183@1|root,arCOG01278@2157|Archaea,2XT38@28890|Euryarchaeota,2N94P@224756|Methanomicrobia	224756|Methanomicrobia	I	PFAM Thiolase	-	-	2.3.1.9	ko:K00626	ko00071,ko00072,ko00280,ko00310,ko00362,ko00380,ko00620,ko00630,ko00640,ko00650,ko00720,ko00900,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,ko02020,map00071,map00072,map00280,map00310,map00362,map00380,map00620,map00630,map00640,map00650,map00720,map00900,map01100,map01110,map01120,map01130,map01200,map01212,map02020	M00088,M00095,M00373,M00374,M00375	R00238,R01177	RC00004,RC00326	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	iAF692.Mbar_A0550	Thiolase_C,Thiolase_N
MGYG000000004_00346	192952.MM_2501	2.42e-68	232.0	COG1970@1|root,arCOG01959@2157|Archaea,2XV1N@28890|Euryarchaeota,2NBGS@224756|Methanomicrobia	224756|Methanomicrobia	P	cellular potassium ion transport	-	-	-	ko:K03499	-	-	-	-	ko00000,ko02000	2.A.38.1,2.A.38.4	-	-	TrkA_C,TrkA_N
