#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000006_00321	1120998.AUFC01000025_gene834	1.95e-37	130.0	COG0852@1|root,COG0852@2|Bacteria,1VF7W@1239|Firmicutes,24R5W@186801|Clostridia	186801|Clostridia	C	PFAM NADH dehydrogenase (ubiquinone), 30 kDa subunit	-	-	-	ko:K14089	-	-	-	-	ko00000	-	-	-	Complex1_30kDa
MGYG000000006_00354	1121289.JHVL01000020_gene818	2.68e-06	56.6	COG0715@1|root,COG0715@2|Bacteria,1TQN5@1239|Firmicutes,248IG@186801|Clostridia,36ENM@31979|Clostridiaceae	186801|Clostridia	P	ABC-type nitrate sulfonate bicarbonate transport	-	-	-	ko:K02051	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	NMT1,NMT1_2,Recombinase,Resolvase,Zn_ribbon_recom
MGYG000000006_00388	1236689.MMALV_01790	1.2e-90	274.0	COG0592@1|root,arCOG00488@2157|Archaea,2XT8B@28890|Euryarchaeota,3F2MA@33867|unclassified Euryarchaeota	28890|Euryarchaeota	L	Sliding clamp subunit that acts as a moving platform for DNA processing. Responsible for tethering the catalytic subunit of DNA polymerase and other proteins to DNA during high-speed replication	pcn	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006272,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0022616,GO:0030234,GO:0030337,GO:0032991,GO:0034641,GO:0034645,GO:0042802,GO:0043170,GO:0043626,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0044796,GO:0046483,GO:0050790,GO:0065007,GO:0065009,GO:0071704,GO:0090304,GO:0098772,GO:1901360,GO:1901576	-	ko:K04802	ko03030,ko03410,ko03420,ko03430,ko04110,ko04530,ko05161,ko05166,map03030,map03410,map03420,map03430,map04110,map04530,map05161,map05166	M00295	-	-	ko00000,ko00001,ko00002,ko03032,ko03400	-	-	-	PCNA_C,PCNA_N,Rad1
MGYG000000006_00420	1054217.TALC_01532	4.62e-80	241.0	COG4860@1|root,arCOG04366@2157|Archaea,2XYAX@28890|Euryarchaeota,241R5@183967|Thermoplasmata	183967|Thermoplasmata	K	ArsR transcriptional regulator	-	-	-	-	-	-	-	-	-	-	-	-	ArsR
MGYG000000006_00454	1236689.MMALV_01460	0.0	892.0	COG0046@1|root,arCOG00641@2157|Archaea,2XU49@28890|Euryarchaeota,3F2HX@33867|unclassified Euryarchaeota	28890|Euryarchaeota	F	Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL	purL	-	6.3.5.3	ko:K01952	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130	M00048	R04463	RC00010,RC01160	ko00000,ko00001,ko00002,ko01000	-	-	iAF692.Mbar_A0536	AIRS,AIRS_C,GATase_5
MGYG000000006_00486	1236689.MMALV_16740	0.0	1702.0	COG1201@1|root,arCOG00557@2157|Archaea,2XSTH@28890|Euryarchaeota,3F2IQ@33867|unclassified Euryarchaeota	28890|Euryarchaeota	K	DEAD/H associated	lhr2	GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070035,GO:0071704,GO:0090304,GO:0140098,GO:1901360	-	ko:K03724	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DEAD,DEAD_assoc,HTH_26,HTH_42,Helicase_C,Intein_splicing,LAGLIDADG_3
MGYG000000006_00518	1236689.MMALV_16780	3.84e-60	203.0	COG1499@1|root,arCOG04149@2157|Archaea,2XUAI@28890|Euryarchaeota,3F2MW@33867|unclassified Euryarchaeota	28890|Euryarchaeota	J	NMD3 family	nmd3	-	-	ko:K07562	ko03008,ko03013,map03008,map03013	-	-	-	ko00000,ko00001,ko03009	-	-	-	NMD3
MGYG000000006_00550	1236689.MMALV_16450	2e-29	107.0	COG2012@1|root,arCOG04258@2157|Archaea,2Y6XN@28890|Euryarchaeota,3F2S9@33867|unclassified Euryarchaeota	28890|Euryarchaeota	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoH	-	2.7.7.6	ko:K03053	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00184	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021	-	-	-	RNA_pol_Rpb5_C
MGYG000000006_00582	1294142.CINTURNW_2281	6.3e-24	94.4	COG4997@1|root,COG4997@2|Bacteria,1VEG6@1239|Firmicutes,24QRF@186801|Clostridia,36KRV@31979|Clostridiaceae	186801|Clostridia	S	phosphoribosyl-ATP pyrophosphohydrolase	-	-	-	-	-	-	-	-	-	-	-	-	DUF429,MazG-like,UPF0158
MGYG000000006_00614	1236689.MMALV_04080	1.32e-125	385.0	COG4070@1|root,arCOG04900@2157|Archaea,2XU32@28890|Euryarchaeota	28890|Euryarchaeota	O	Belongs to the UPF0288 family	-	-	-	-	-	-	-	-	-	-	-	-	Fer2_4,PASTA
MGYG000000006_00779	1236689.MMALV_14500	1.57e-123	366.0	COG1304@1|root,arCOG00613@2157|Archaea,2XT6H@28890|Euryarchaeota,3F2I8@33867|unclassified Euryarchaeota	28890|Euryarchaeota	H	Involved in the biosynthesis of isoprenoids. Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its allylic isomer, dimethylallyl diphosphate (DMAPP)	fni	-	5.3.3.2	ko:K01823	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130	M00095,M00096,M00364,M00365,M00366,M00367	R01123	RC00455	ko00000,ko00001,ko00002,ko01000	-	-	-	FMN_dh
MGYG000000006_00811	1236689.MMALV_02390	2.72e-08	63.2	COG1933@1|root,arCOG04447@2157|Archaea	2157|Archaea	L	Possesses two activities a DNA synthesis (polymerase) and an exonucleolytic activity that degrades single-stranded DNA in the 3'- to 5'-direction. Has a template-primer preference which is characteristic of a replicative DNA polymerase	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2
MGYG000000006_00876	1236689.MMALV_06110	1.63e-185	534.0	COG0165@1|root,arCOG01748@2157|Archaea,2XUWS@28890|Euryarchaeota	28890|Euryarchaeota	E	argininosuccinate lyase	argH	GO:0003674,GO:0003824,GO:0004056,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016829,GO:0016840,GO:0016842,GO:0019752,GO:0042450,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	4.3.2.1	ko:K01755	ko00220,ko00250,ko01100,ko01110,ko01130,ko01230,map00220,map00250,map01100,map01110,map01130,map01230	M00029,M00844,M00845	R01086	RC00445,RC00447	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	ASL_C2,Lyase_1
MGYG000000006_00910	709991.Odosp_1889	1.79e-205	584.0	COG2865@1|root,COG2865@2|Bacteria,4NG2D@976|Bacteroidetes,2FQQM@200643|Bacteroidia	976|Bacteroidetes	K	Divergent AAA domain	-	-	-	-	-	-	-	-	-	-	-	-	AlbA_2,HATPase_c_4
MGYG000000006_00942	411469.EUBHAL_00024	2.23e-133	383.0	COG2875@1|root,COG2875@2|Bacteria,1TP6J@1239|Firmicutes,248IZ@186801|Clostridia,25V19@186806|Eubacteriaceae	186801|Clostridia	H	Tetrapyrrole (Corrin/Porphyrin) Methylases	cobM	-	2.1.1.133,2.1.1.271	ko:K05936	ko00860,ko01100,map00860,map01100	-	R05181,R05810	RC00003,RC01294,RC02049	ko00000,ko00001,ko01000	-	-	-	CbiG_C,CbiG_N,CbiK,TP_methylase
MGYG000000006_00974	1236689.MMALV_02040	3.52e-196	575.0	COG1009@1|root,arCOG01539@2157|Archaea,2Y85E@28890|Euryarchaeota	28890|Euryarchaeota	C	Proton-conducting membrane transporter	-	-	-	ko:K05565,ko:K12137	-	-	-	-	ko00000,ko01000,ko02000	2.A.63.1,2.A.63.2	-	-	DUF4040,Proton_antipo_M,Proton_antipo_N
MGYG000000006_01006	1054217.TALC_01401	7.5e-81	252.0	COG0253@1|root,arCOG02255@2157|Archaea,2XUYX@28890|Euryarchaeota	28890|Euryarchaeota	E	Catalyzes the stereoinversion of LL-2,6- diaminoheptanedioate (L,L-DAP) to meso-diaminoheptanedioate (meso- DAP), a precursor of L-lysine	dapF	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0008837,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016853,GO:0016854,GO:0016855,GO:0019752,GO:0036361,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046451,GO:0047661,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.1.1.7	ko:K01778	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00527	R02735	RC00302	ko00000,ko00001,ko00002,ko01000	-	-	-	DAP_epimerase
MGYG000000006_01038	1242864.D187_003382	2.41e-08	62.0	COG1468@1|root,COG1468@2|Bacteria	2|Bacteria	L	DNA catabolic process, exonucleolytic	-	-	-	-	-	-	-	-	-	-	-	-	DUF2779,PDDEXK_1
MGYG000000006_01070	304371.MCP_2990	3.39e-12	70.1	COG1599@1|root,arCOG01510@2157|Archaea,2XTJP@28890|Euryarchaeota,2N93V@224756|Methanomicrobia	224756|Methanomicrobia	L	PFAM nucleic acid binding, OB-fold, tRNA helicase-type	-	-	-	ko:K07466	ko03030,ko03420,ko03430,ko03440,ko03460,map03030,map03420,map03430,map03440,map03460	M00288	-	-	ko00000,ko00001,ko00002,ko03000,ko03032,ko03400	-	-	-	tRNA_anti-codon
MGYG000000006_01136	767817.Desgi_2033	1.26e-128	375.0	COG0685@1|root,COG0685@2|Bacteria,1UHX4@1239|Firmicutes,25E62@186801|Clostridia,25ZZU@186807|Peptococcaceae	186801|Clostridia	C	PFAM Methylenetetrahydrofolate reductase	metF	-	1.5.1.20	ko:K00297	ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,map00670,map00720,map01100,map01120,map01200,map01523	M00377	R01224,R07168	RC00081	ko00000,ko00001,ko00002,ko01000	-	-	-	MTHFR,MTHFR_C
MGYG000000006_01168	1536770.R50345_29220	3.14e-17	97.1	COG2755@1|root,COG4733@1|root,COG2755@2|Bacteria,COG4733@2|Bacteria,1UY3U@1239|Firmicutes,4IPSK@91061|Bacilli,26VP9@186822|Paenibacillaceae	91061|Bacilli	E	S-layer homology domain	-	-	-	-	-	-	-	-	-	-	-	-	SLH
MGYG000000006_01200	439481.Aboo_0314	3.04e-119	368.0	COG0750@1|root,arCOG04064@2157|Archaea,2XSZP@28890|Euryarchaeota,3F2KK@33867|unclassified Euryarchaeota	28890|Euryarchaeota	M	Peptidase family M50	-	-	-	-	-	-	-	-	-	-	-	-	PDZ,PDZ_2,Peptidase_M50
MGYG000000006_01232	1054217.TALC_00529	3.84e-140	412.0	COG1488@1|root,arCOG01481@2157|Archaea,2XU8Y@28890|Euryarchaeota,241KX@183967|Thermoplasmata	183967|Thermoplasmata	H	Quinolinate phosphoribosyl transferase, C-terminal domain	-	-	6.3.4.21	ko:K00763	ko00760,ko01100,map00760,map01100	-	R01724	RC00033	ko00000,ko00001,ko01000	-	-	-	QRPTase_C
MGYG000000006_01264	479437.Elen_1709	3.05e-80	244.0	COG1917@1|root,COG1917@2|Bacteria,2HUIY@201174|Actinobacteria,4CUVP@84998|Coriobacteriia	84998|Coriobacteriia	K	Cupin domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2,HTH_19,HTH_31
MGYG000000006_01298	1054217.TALC_01269	7.31e-125	375.0	COG0044@1|root,arCOG00689@2157|Archaea,2XTQU@28890|Euryarchaeota,241MY@183967|Thermoplasmata	183967|Thermoplasmata	F	Belongs to the metallo-dependent hydrolases superfamily. DHOase family. Class I DHOase subfamily	pyrC	-	3.5.2.3	ko:K01465	ko00240,ko01100,map00240,map01100	M00051	R01993	RC00632	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1
MGYG000000006_01332	1236689.MMALV_12440	0.0	1470.0	COG1429@1|root,arCOG03022@2157|Archaea,2XT6P@28890|Euryarchaeota	28890|Euryarchaeota	H	PFAM CobN Magnesium Chelatase	cobN	-	6.6.1.2	ko:K02230	ko00860,ko01100,map00860,map01100	-	R05227	RC02000	ko00000,ko00001,ko01000	-	-	-	CobN-Mg_chel
MGYG000000006_01165	1236689.MMALV_00040	3.37e-70	216.0	COG2131@1|root,arCOG01487@2157|Archaea,2XXBC@28890|Euryarchaeota,3F2KA@33867|unclassified Euryarchaeota	28890|Euryarchaeota	F	MafB19-like deaminase	-	-	3.5.4.12	ko:K01493	ko00240,ko01100,map00240,map01100	M00429	R01663	RC00074	ko00000,ko00001,ko00002,ko01000,ko02044	-	-	-	Intein_splicing,dCMP_cyt_deam_1
MGYG000000006_01033	1236689.MMALV_10890	3.47e-39	136.0	COG0589@1|root,arCOG00449@2157|Archaea,2Y8D8@28890|Euryarchaeota	28890|Euryarchaeota	T	Universal stress protein family	-	-	-	-	-	-	-	-	-	-	-	-	Usp
MGYG000000006_01065	1232410.KI421421_gene3288	4.36e-30	117.0	COG0145@1|root,COG0145@2|Bacteria,1NKHB@1224|Proteobacteria,42Y4C@68525|delta/epsilon subdivisions,2WT5I@28221|Deltaproteobacteria	28221|Deltaproteobacteria	EQ	Protein of unknown function (DUF1638)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1638
MGYG000000006_01099	521011.Mpal_1779	4.8e-34	127.0	COG0500@1|root,arCOG04989@2157|Archaea,2Y0ZS@28890|Euryarchaeota,2N9SX@224756|Methanomicrobia	224756|Methanomicrobia	Q	Methyltransferase type 11	-	-	-	-	-	-	-	-	-	-	-	-	Methyltransf_11,Methyltransf_25
MGYG000000006_01131	742735.HMPREF9467_04848	4.86e-178	508.0	COG1373@1|root,COG1373@2|Bacteria,1TP7X@1239|Firmicutes,247ZX@186801|Clostridia,22267@1506553|Lachnoclostridium	186801|Clostridia	S	Domain of unknown function (DUF4143)	-	-	-	ko:K07133	-	-	-	-	ko00000	-	-	-	AAA_14,DUF4143
MGYG000000006_01163	1054217.TALC_00004	1.22e-05	48.5	COG2811@1|root,arCOG03363@2157|Archaea,2Y3Z6@28890|Euryarchaeota	28890|Euryarchaeota	C	H subunit	-	-	-	ko:K02107	ko00190,map00190	M00159	-	-	ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3	-	-	-
MGYG000000006_01195	1236689.MMALV_08020	1.08e-60	196.0	COG1976@1|root,arCOG04176@2157|Archaea,2XU7N@28890|Euryarchaeota,3F2QF@33867|unclassified Euryarchaeota	28890|Euryarchaeota	J	Binds to the 50S ribosomal subunit and prevents its association with the 30S ribosomal subunit to form the 70S initiation complex	eif6	GO:0000460,GO:0000470,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016043,GO:0016070,GO:0016072,GO:0022607,GO:0022613,GO:0022618,GO:0030684,GO:0030687,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034660,GO:0042254,GO:0042273,GO:0043021,GO:0043023,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0046483,GO:0065003,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:1901360,GO:1902626,GO:1990904	-	ko:K03264	ko03008,map03008	-	-	-	ko00000,ko00001,ko03009,ko03012	-	-	-	eIF-6
MGYG000000006_01292	180332.JTGN01000011_gene511	5.83e-55	181.0	COG0500@1|root,COG2226@2|Bacteria,1TVU2@1239|Firmicutes,24AIJ@186801|Clostridia	186801|Clostridia	Q	Methyltransferase domain protein	-	-	-	ko:K15256	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	ATC_hydrolase,Methyltransf_11,Methyltransf_25,Methyltransf_31
MGYG000000006_01361	397291.C804_05868	7.93e-121	352.0	2EWPK@1|root,33Q1H@2|Bacteria,1VRPX@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000006_01393	1054217.TALC_01456	1.92e-172	488.0	COG0533@1|root,arCOG01183@2157|Archaea,2Y86G@28890|Euryarchaeota	28890|Euryarchaeota	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is a component of the KEOPS complex that is probably involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37. Kae1 likely plays a direct catalytic role in this reaction, but requires other protein(s) of the complex to fulfill this activity	kae1	GO:0000049,GO:0000408,GO:0002949,GO:0003674,GO:0003676,GO:0003723,GO:0003727,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070525,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363	2.3.1.234	ko:K01409	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Peptidase_M22
MGYG000000006_01427	1236689.MMALV_00340	1.55e-11	62.0	COG3277@1|root,arCOG02466@2157|Archaea	2157|Archaea	J	RNA-binding protein involved in rRNA processing	gar1	-	-	ko:K07569	-	-	-	-	ko00000,ko03009	-	-	-	Gar1,PRC
MGYG000000006_01494	1236689.MMALV_14400	4.56e-123	368.0	COG0154@1|root,arCOG01717@2157|Archaea,2XTV3@28890|Euryarchaeota	28890|Euryarchaeota	J	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln)	gatA	-	6.3.5.6,6.3.5.7	ko:K02433	ko00970,ko01100,map00970,map01100	-	R03905,R04212	RC00010	ko00000,ko00001,ko01000,ko03029	-	-	-	Amidase
MGYG000000006_01526	1236689.MMALV_16150	1.61e-98	306.0	COG4198@1|root,arCOG03573@2157|Archaea,2XZJQ@28890|Euryarchaeota,3F2MZ@33867|unclassified Euryarchaeota	28890|Euryarchaeota	S	Protein of unknown function (DUF1015)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1015
MGYG000000006_01560	1236689.MMALV_16170	2.26e-182	538.0	COG1293@1|root,arCOG01695@2157|Archaea,2XTMF@28890|Euryarchaeota,3F2HS@33867|unclassified Euryarchaeota	28890|Euryarchaeota	K	Fibronectin-binding protein A N-terminus (FbpA)	-	-	-	-	-	-	-	-	-	-	-	-	DUF814,FbpA
MGYG000000006_00827	1236689.MMALV_04370	4.29e-77	236.0	COG1095@1|root,arCOG00675@2157|Archaea,2XT6U@28890|Euryarchaeota,3F2MN@33867|unclassified Euryarchaeota	28890|Euryarchaeota	K	SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397	rpoE1	GO:0000428,GO:0005575,GO:0005622,GO:0005623,GO:0030880,GO:0032991,GO:0044424,GO:0044464,GO:0061695,GO:1902494,GO:1990234	2.7.7.6	ko:K03049	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00184	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021	-	-	-	S1,SHS2_Rpb7-N
MGYG000000006_00167	1236689.MMALV_03590	4.86e-146	427.0	COG0644@1|root,arCOG00570@2157|Archaea,2XU3J@28890|Euryarchaeota,3F2EW@33867|unclassified Euryarchaeota	28890|Euryarchaeota	C	Is involved in the reduction of 2,3- digeranylgeranylglycerophospholipids (unsaturated archaeols) into 2,3-diphytanylglycerophospholipids (saturated archaeols) in the biosynthesis of archaeal membrane lipids. Catalyzes the formation of archaetidic acid (2,3-di-O-phytanyl-sn-glyceryl phosphate) from 2,3-di-O-geranylgeranylglyceryl phosphate (DGGGP) via the hydrogenation of each double bond of the isoprenoid chains	bchP	-	1.3.1.101,1.3.7.11,1.5.5.1	ko:K00311,ko:K17830	ko00564,map00564	-	R10325,R10326,R10331	RC03134	ko00000,ko00001,ko01000	-	-	-	FAD_binding_2,FAD_binding_3,FAD_oxidored,GIDA,HI0933_like,Lycopene_cycl,Pyr_redox_2,Trp_halogenase
MGYG000000006_00008	1054217.TALC_00463	6.54e-92	284.0	COG0407@1|root,arCOG03324@2157|Archaea,2XVT1@28890|Euryarchaeota	28890|Euryarchaeota	H	Uroporphyrinogen decarboxylase (URO-D)	-	-	2.1.1.246	ko:K14080	ko00680,ko01120,ko01200,map00680,map01120,map01200	M00356	R09098,R10000	RC00035,RC01144,RC02440	ko00000,ko00001,ko00002,ko01000	-	-	iAF692.Mbar_A1054	URO-D
MGYG000000006_00965	1236689.MMALV_01955	6.68e-30	110.0	COG0838@1|root,arCOG01557@2157|Archaea,2XX2K@28890|Euryarchaeota	28890|Euryarchaeota	C	NADH ubiquinone oxidoreductase subunit 3 (Chain a)	nuoA	GO:0003674,GO:0003824,GO:0008150,GO:0008152,GO:0016491,GO:0016695,GO:0046995,GO:0051911,GO:0055114	1.5.98.3,1.6.5.3	ko:K00330,ko:K22158	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1,3.D.9.1	-	iAF692.Mbar_A3412	Oxidored_q4
MGYG000000006_01378	673860.AciM339_0553	4.54e-32	113.0	COG1522@1|root,arCOG01117@2157|Archaea,2XZY2@28890|Euryarchaeota,3F3G3@33867|unclassified Euryarchaeota	28890|Euryarchaeota	K	Lrp/AsnC ligand binding domain	-	-	-	-	-	-	-	-	-	-	-	-	AsnC_trans_reg
MGYG000000006_01042	1236689.MMALV_09630	3.32e-26	100.0	arCOG03368@1|root,arCOG03368@2157|Archaea,2Y4VM@28890|Euryarchaeota	28890|Euryarchaeota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000006_00712	1236689.MMALV_03060	1.3e-226	640.0	COG0374@1|root,arCOG01549@2157|Archaea,2XTHE@28890|Euryarchaeota,3F2QK@33867|unclassified Euryarchaeota	28890|Euryarchaeota	C	Nickel-dependent hydrogenase	mvhA	-	1.12.1.2,1.12.1.3,1.12.1.5,1.8.98.5	ko:K00436,ko:K14126,ko:K17993	ko00680,ko00920,map00680,map00920	-	R00019,R00700,R10390,R11943	RC00011	ko00000,ko00001,ko01000	-	-	-	NiFeSe_Hases
MGYG000000006_00681	673860.AciM339_1119	2.97e-55	177.0	COG1841@1|root,arCOG04086@2157|Archaea,2XWGP@28890|Euryarchaeota,3F2NM@33867|unclassified Euryarchaeota	28890|Euryarchaeota	J	Ribosomal protein L30p/L7e	rpl30	GO:0000463,GO:0000470,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02907	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L30
MGYG000000006_00654	1054217.TALC_00320	1.44e-146	426.0	COG0162@1|root,arCOG01886@2157|Archaea,2XTA0@28890|Euryarchaeota,241NP@183967|Thermoplasmata	183967|Thermoplasmata	J	Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)	tyrS	-	6.1.1.1	ko:K01866	ko00970,map00970	M00359,M00360	R02918	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029	-	-	-	tRNA-synt_1b
MGYG000000006_01321	1054217.TALC_01166	1.71e-152	442.0	COG0674@1|root,arCOG01608@2157|Archaea,2XTB0@28890|Euryarchaeota,241YG@183967|Thermoplasmata	183967|Thermoplasmata	C	Pyruvate:ferredoxin oxidoreductase core domain II	-	-	1.2.7.1,1.2.7.7	ko:K00169,ko:K00186	ko00010,ko00020,ko00280,ko00620,ko00633,ko00640,ko00650,ko00680,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00280,map00620,map00633,map00640,map00650,map00680,map00720,map01100,map01120,map01130,map01200	M00173,M00307,M00374,M00620	R01196,R01199,R07160,R08034,R08566,R08567	RC00004,RC00250,RC02742,RC02833,RC02856	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	PFOR_II,POR_N
